id,keywords,year,_source
15111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487391&cHash=70d0941ace098af8d089dabde3e7be8b
17111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487102&cHash=c69656577d3e90397f705e6411b3167b
18111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487066&cHash=09832fffc1492a51948f887c9840445c
20111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486938&cHash=ee29b62c8466baff5a9c6a89e83ccb42
21111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487026&cHash=b0a8501ffd11ba9e6c7b6692f68acbfc
22111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487087&cHash=fb136b39eee417c4835d07eac4b29e4e
24111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487053&cHash=f7635d7242d6af825952a2dca8370245
25111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487320&cHash=980376d6050e2155312fd62f2254cad5
26111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486955&cHash=a08308710a97cdddb468616bbb5f13c7
27111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487088&cHash=99db3eb2c410e6862e4a8314553bba06
28111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486956&cHash=1221e565a6758c6cf36c4f4484ba597f
29111930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487304&cHash=fde8125126751dbf4d11973c84adbc63
01121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487242&cHash=c909469a70e390412193eb790214f549
02121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487285&cHash=377356f57ddcd5f21831dc67ac2c452b
03121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487270&cHash=3fa54b9c382811859e5b7248bc9a8177
04121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487016&cHash=5313d7d559e037452f179f43bcb59076
05121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487124&cHash=2b14a4915bbe6707d587aeda811de403
06121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487089&cHash=75b417b16cdf0ebed1ae747f5e6ed93b
08121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487150&cHash=6ae8bd280757d7e4f7d69968067a52ff
09121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486994&cHash=89e8c268c639fa89d7327e47307c0852
10121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487315&cHash=68a2514c884ed8147582eeac77be0a2a
11121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487340&cHash=6605de3af4e55c5eb16672bb26d0dbbe
12121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487367&cHash=c4c6ecde23d7ff55dd2167cd924bb872
13121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487255&cHash=513ec48f147e74f8aa7d6895e9d4b272
15121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487329&cHash=e67ada71c5b9ea2d7f4c40e491a28b07
16121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487180&cHash=4292468da8982345565694c120219c7a
17121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487243&cHash=8c3d632f7fe90a23fd2674da274cf5ab
18121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487196&cHash=e81b7c5d04c4b954979d24a0558121f7
19121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487213&cHash=80731b7fe5fa6a3dbdd3fe36afb1eaf1
20121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486965&cHash=ef9663024badc267d267faef1e9c674c
22121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487355&cHash=40e16664655de29019132df4f2fdca1b
23121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487244&cHash=8f45f4104686bdf74f33deb5d3cb3de3
24121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487027&cHash=3f7d9c280aab2e5f15a1c773a4e3d580
27121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486939&cHash=393dc933e5d1178d54539c0ea7103585
29121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487197&cHash=ee650b7243f73580f9202eda3c01d59e
30121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487256&cHash=cbe3d9b6f2ce33d4fd09009e5dc0ae0a
31121930,test,1930,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487198&cHash=eeed22148a38dcc56a2ab30535d84887
02011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486947&cHash=ee86c247d32c5b08d2708895bc6f7a8f
03011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487305&cHash=e38595f1cb51d993a44f832e3dd56d89
05011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487306&cHash=ccb8fbbb107005a8c1eba824534b534b
06011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487280&cHash=f736881c6e5255854ad0e4dc23b610a9
07011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487181&cHash=d1f127c12e6fbfafa42e5d2317fe9861
08011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487321&cHash=89012f32164b55bc2c56790a0d5d5f43
09011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487307&cHash=125d408c4ad0256b2102f6989d692129
10011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487182&cHash=3fc027826213709f09ba3ba51e82dbff
12011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487141&cHash=8ad2260fd11c2a583b1c2450f0f96e83
13011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487368&cHash=568c32c37639397efdba1da94b15c832
14011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487286&cHash=037d9588f337fc94bc293f9dcd6f5257
15011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486995&cHash=509d7f3fb89b23833865d1c42283c8e2
16011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487017&cHash=e9e8c20240fd2c78ff3d2e51c87a34de
17011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487183&cHash=ff7ea79e4794d96ac53f07cb16c68490
19011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487054&cHash=580180b7dbb376208ed43bd363920f85
20011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487199&cHash=2214c5fc7bd677687a70feff160a9d92
21011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487075&cHash=9526cd63d48491f090ba8dd9ed658e7b
22011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487076&cHash=928909390bee648c5894bb8b3cd8778e
23011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487392&cHash=e4179f4698d1161660f90dc8d12ebb2f
24011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487322&cHash=71daf3edf3a227cbf573b3a2d3b5229b
26011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487257&cHash=96883acf510bb576bd64399bc10c8a1d
27011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487308&cHash=8582cad9bed920d347dabefe82cb7f08
28011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487038&cHash=71a7932c66937498f5933974581b704f
29011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487055&cHash=562278d79cf15bb75403d6731a202be6
30011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487039&cHash=dfac252d0881761d2ffaaf19d7124eac
31011931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487056&cHash=4269fc1dca1a37df92154ecacc81e3e2
02021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486966&cHash=e2b82703ed367ae1a2e0cb9124420bea
03021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487341&cHash=f7ec80392458040c225dd5915bd4bd08
04021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487125&cHash=9523db7cfec3e98ce1904bd36322cbcb
05021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487356&cHash=ff16963733e81b8bd9054f8e363bdac5
06021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487040&cHash=7ed472b2b426bf690a44dea513ab9ba0
07021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487369&cHash=8212c362a0e4a03016c273558f31cafd
09021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487067&cHash=b7233726789d715f52db4fd627c25d0d
10021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487018&cHash=a2da25a92904eba2d80757e83a7015ef
11021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487393&cHash=8e7336cd18eed6822e846e72a7867348
12021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487287&cHash=fa9c1c45b48db0b516c70e7b396161c9
13021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487381&cHash=9d876e292c9ea030b1558553f9ef5df4
